ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8200,0.13,0.04,0,0.01,0.18
8201,0.16,0,0,0.01,0.18
8202,0.12,0.03,0,0.02,0.18
8203,0.13,0.04,0,0.01,0.18
8204,0.15,0.02,0,0.01,0.18
8205,0.14,0.02,0,0.01,0.18
8206,0.09,0.07,0,0.02,0.18
8207,0.13,0.02,0.01,0.01,0.18
8208,0.07,0.02,0.07,0.02,0.17
8209,0.09,0.07,0,0.02,0.17
8210,0.11,0.04,0,0.02,0.17
8211,0,0.16,0,0.02,0.17
8212,0.09,0.07,0,0.02,0.17
8213,0.16,0,0,0.01,0.17
8214,0.09,0.07,0,0.02,0.17
8215,0.13,0.02,0,0.02,0.17
8216,0,0.08,0.08,0.01,0.17
8217,0,0,0.17,0,0.17
8218,0.09,0.05,0,0.03,0.17
8219,0,0.14,0,0.04,0.17
8220,0.07,0.09,0,0.02,0.17
8221,0.1,0.07,0,0.01,0.17
8222,0.04,0.1,0,0.04,0.17
8223,0,0,0.17,0,0.17
8224,0.09,0.07,0,0.02,0.17
8225,0.13,0.05,0,0,0.17
8226,0.07,0.02,0.06,0.03,0.17
8227,0.12,0.05,0,0,0.17
8228,0.11,0.04,0,0.02,0.17
8229,0.09,0.07,0,0.02,0.17
8230,0.13,0.03,0,0,0.17
8231,0.09,0.07,0,0.02,0.17
8232,0.13,0.03,0,0,0.17
8233,0.14,0.02,0,0.02,0.17
8234,0.1,0.04,0,0.03,0.17
8235,0.11,0.05,0,0.02,0.17
8236,0.16,0,0,0.01,0.17
8237,0.1,0.07,0,0.01,0.17
8238,0.09,0.02,0.06,0.01,0.17
8239,0.12,0.05,0,0,0.17
8240,0,0,0.17,0,0.17
8241,0.16,0,0,0.01,0.17
8242,0.13,0.03,0,0,0.17
8243,0.16,0,0,0.01,0.17
8244,0,0,0.17,0,0.17
8245,0.08,0.07,0,0.02,0.17
8246,0.07,0.07,0.01,0.03,0.17
8247,0,0,0.17,0,0.17
8248,0.13,0.03,0,0,0.17
8249,0.13,0.04,0,0.01,0.17
8250,0,0,0.16,0.01,0.17
8251,0.08,0.08,0,0.02,0.17
8252,0.16,0,0,0.01,0.17
8253,0.1,0.07,0,0.01,0.17
8254,0.16,0,0,0.01,0.17
8255,0.16,0,0,0.01,0.17
8256,0,0,0.17,0,0.17
8257,0.08,0.07,0,0.02,0.17
8258,0.13,0.03,0,0.02,0.17
8259,0.16,0,0,0.01,0.17
8260,0.16,0,0,0.01,0.17
8261,0,0,0.17,0,0.17
8262,0.13,0.03,0,0,0.17
8263,0.07,0.08,0,0.02,0.17
8264,0.15,0.01,0,0.01,0.17
8265,0.16,0.01,0,0.01,0.17
8266,0.13,0.03,0,0,0.17
8267,0.13,0.04,0,0.01,0.17
8268,0.08,0.06,0,0.03,0.17
8269,0,0,0.17,0,0.17
8270,0.08,0.07,0,0.02,0.17
8271,0.12,0.05,0,0,0.17
8272,0.08,0.07,0,0.02,0.17
8273,0.13,0.04,0,0.01,0.17
8274,0.08,0.07,0,0.02,0.17
8275,0.13,0.03,0,0,0.17
8276,0.13,0.03,0,0.01,0.17
8277,0.1,0.07,0,0.01,0.17
8278,0,0,0.17,0,0.17
8279,0,0,0.17,0,0.17
8280,0,0,0.17,0,0.17
8281,0.16,0,0,0.01,0.17
8282,0.06,0.04,0.04,0.03,0.17
8283,0,0,0.16,0.01,0.17
8284,0,0,0.16,0.01,0.17
8285,0.15,0.01,0,0.01,0.17
8286,0.13,0.04,0,0.01,0.17
8287,0.13,0.04,0,0.01,0.17
8288,0.05,0.08,0,0.04,0.17
8289,0.08,0.07,0,0.02,0.17
8290,0.08,0.07,0,0.02,0.17
8291,0.12,0.05,0,0,0.17
8292,0.16,0,0,0.01,0.17
8293,0.08,0.07,0,0.02,0.17
8294,0.08,0.07,0,0.02,0.17
8295,0.03,0,0.14,0,0.17
8296,0.01,0.12,0,0.03,0.17
8297,0.12,0.04,0,0.01,0.17
8298,0.08,0.07,0,0.02,0.17
8299,0,0,0.16,0.01,0.17
8300,0.1,0.04,0,0.02,0.17
8301,0.15,0.01,0,0.01,0.17
8302,0.06,0.07,0.04,0.01,0.17
8303,0,0,0.16,0.01,0.17
8304,0.08,0.07,0,0.02,0.17
8305,0,0,0.17,0,0.17
8306,0,0,0.17,0,0.17
8307,0.16,0,0,0.01,0.17
8308,0,0,0.17,0,0.17
8309,0.13,0.03,0,0,0.17
8310,0.12,0.05,0,0,0.17
8311,0,0,0.17,0,0.17
8312,0.16,0,0,0.01,0.17
8313,0.16,0,0,0.01,0.17
8314,0.07,0.07,0,0.03,0.17
8315,0.16,0,0,0.01,0.17
8316,0.13,0.04,0,0.01,0.17
8317,0.03,0.12,0,0.01,0.17
8318,0.13,0.02,0,0.02,0.17
8319,0,0.03,0.14,0,0.17
8320,0,0,0.17,0,0.17
8321,0.05,0.04,0.07,0.01,0.17
8322,0.16,0,0,0.01,0.17
8323,0.16,0,0,0.01,0.17
8324,0.04,0.12,0,0.02,0.17
8325,0.13,0.04,0,0.01,0.17
8326,0,0.15,0,0.02,0.17
8327,0.16,0,0,0.01,0.17
8328,0.13,0.03,0,0.01,0.17
8329,0.12,0.05,0,0,0.17
8330,0.09,0.07,0,0.02,0.17
8331,0.09,0.06,0,0.01,0.17
8332,0.12,0.05,0,0,0.17
8333,0.16,0,0,0.01,0.17
8334,0.16,0,0,0.01,0.17
8335,0.14,0.02,0,0.01,0.17
8336,0.08,0.07,0,0.02,0.17
8337,0.07,0.09,0,0.02,0.17
8338,0,0,0.17,0,0.17
8339,0.14,0.03,0,0,0.17
8340,0.05,0.01,0.11,0,0.17
8341,0.12,0.05,0,0,0.17
8342,0.13,0.04,0,0.01,0.17
8343,0.12,0.05,0,0,0.17
8344,0.14,0.01,0,0.01,0.17
8345,0.12,0.05,0,0,0.17
8346,0.06,0.03,0.06,0.02,0.17
8347,0.08,0.06,0,0.02,0.17
8348,0,0,0.17,0,0.17
8349,0.08,0.06,0,0.02,0.17
8350,0,0,0.17,0,0.17
8351,0.12,0.04,0,0,0.17
8352,0.02,0.12,0,0.03,0.17
8353,0,0,0.17,0,0.17
8354,0.02,0.02,0.12,0.01,0.17
8355,0.16,0,0,0.01,0.17
8356,0.1,0.04,0,0.03,0.17
8357,0.11,0.04,0,0.01,0.17
8358,0.16,0,0,0.01,0.17
8359,0,0,0.17,0,0.17
8360,0,0,0.16,0,0.17
8361,0.16,0,0,0.01,0.17
8362,0.05,0.04,0.06,0.01,0.17
8363,0.09,0.06,0,0.01,0.17
8364,0.1,0.06,0,0.02,0.17
8365,0.14,0.01,0,0.01,0.17
8366,0.08,0.06,0,0.02,0.17
8367,0.12,0.03,0,0.01,0.17
8368,0.16,0,0,0.01,0.17
8369,0.08,0.06,0,0.02,0.17
8370,0.12,0.04,0,0,0.17
8371,0.08,0.07,0,0.02,0.17
8372,0.11,0.02,0.03,0.01,0.17
8373,0,0,0.17,0,0.17
8374,0.08,0.06,0,0.02,0.17
8375,0.09,0.06,0,0.01,0.17
8376,0.04,0.03,0.09,0.01,0.17
8377,0.09,0.06,0,0.01,0.17
8378,0,0,0.17,0,0.17
8379,0,0.12,0.03,0.02,0.17
8380,0.13,0.03,0,0,0.17
8381,0.15,0,0,0.01,0.17
8382,0.11,0.05,0,0.01,0.17
8383,0.12,0.04,0,0,0.17
8384,0,0,0.17,0,0.17
8385,0.13,0.03,0,0,0.17
8386,0,0,0.16,0.01,0.17
8387,0.08,0.06,0,0.02,0.17
8388,0.13,0.04,0,0.01,0.17
8389,0.09,0.06,0,0.01,0.17
8390,0.09,0.06,0,0.01,0.17
8391,0.13,0.03,0,0.01,0.17
8392,0.13,0.04,0,0.01,0.17
8393,0,0,0.17,0,0.17
8394,0.09,0.06,0,0.01,0.17
8395,0.15,0.01,0,0.01,0.17
8396,0.07,0.06,0.02,0.02,0.17
8397,0.08,0.06,0,0.02,0.17
8398,0.02,0.02,0.12,0,0.17
8399,0.02,0.01,0.12,0.01,0.17
8400,0.09,0.06,0,0.01,0.17
8401,0.15,0,0,0.01,0.17
8402,0,0,0.17,0,0.17
8403,0.13,0.03,0,0,0.17
8404,0,0.16,0,0.01,0.17
8405,0.14,0.01,0,0.02,0.17
8406,0,0,0.17,0,0.17
8407,0,0,0.17,0,0.17
8408,0.08,0.07,0,0.02,0.17
8409,0,0,0.16,0.01,0.17
8410,0.08,0.06,0,0.02,0.17
8411,0.06,0.04,0.05,0.02,0.17
8412,0.13,0.02,0,0.02,0.17
8413,0.13,0.04,0,0.01,0.17
8414,0.1,0.01,0.05,0.01,0.17
8415,0.13,0.04,0,0.01,0.17
8416,0.05,0.07,0.02,0.02,0.17
8417,0,0,0.17,0,0.17
8418,0.1,0.02,0.04,0,0.17
8419,0,0.13,0,0.04,0.17
8420,0.13,0.03,0,0.01,0.17
8421,0.12,0.04,0,0,0.17
8422,0.12,0.04,0,0,0.17
8423,0,0,0.17,0,0.17
8424,0.16,0,0,0.01,0.17
8425,0.15,0.01,0,0.01,0.17
8426,0,0,0.17,0,0.17
8427,0.04,0.11,0,0.02,0.17
8428,0,0,0.17,0,0.17
8429,0,0,0.17,0,0.17
8430,0.08,0.07,0,0.01,0.17
8431,0.12,0.04,0,0.01,0.17
8432,0,0,0.17,0,0.17
8433,0.15,0,0,0.02,0.17
8434,0.15,0.01,0,0.01,0.17
8435,0.11,0.04,0,0.02,0.17
8436,0.08,0.06,0,0.02,0.17
8437,0.13,0.03,0,0,0.17
8438,0.12,0.04,0,0.01,0.17
8439,0.12,0.04,0,0,0.17
8440,0.11,0.02,0.03,0.01,0.17
8441,0.13,0.02,0,0.02,0.17
8442,0.08,0.06,0,0.02,0.17
8443,0.14,0.01,0,0.01,0.17
8444,0,0,0.17,0,0.17
8445,0.08,0.07,0,0.02,0.17
8446,0,0,0.17,0,0.17
8447,0.12,0.04,0,0.01,0.17
8448,0,0,0.17,0,0.17
8449,0,0,0.17,0,0.17
8450,0.07,0,0.08,0.02,0.17
8451,0,0,0.17,0,0.17
8452,0.01,0,0.15,0,0.17
8453,0,0.13,0,0.03,0.17
8454,0.11,0.02,0.02,0.01,0.17
8455,0.12,0.04,0,0.01,0.17
8456,0.04,0.04,0.08,0.01,0.17
8457,0.15,0,0,0.01,0.17
8458,0.14,0.01,0,0.02,0.17
8459,0.15,0.01,0,0,0.17
8460,0.15,0.01,0,0,0.17
8461,0.15,0.01,0,0,0.17
8462,0,0,0.16,0,0.17
8463,0.13,0.02,0,0.01,0.16
8464,0.05,0.03,0.06,0.02,0.16
8465,0.08,0.06,0,0.02,0.16
8466,0,0,0.16,0,0.16
8467,0.13,0.02,0,0.01,0.16
8468,0.13,0,0,0.03,0.16
8469,0,0,0.16,0,0.16
8470,0.08,0.06,0,0.02,0.16
8471,0,0,0.16,0,0.16
8472,0.08,0.06,0,0.02,0.16
8473,0.16,0,0,0,0.16
8474,0.12,0.04,0,0,0.16
8475,0.05,0.04,0.06,0.02,0.16
8476,0.15,0,0,0.01,0.16
8477,0.14,0.01,0,0.01,0.16
8478,0.09,0.06,0,0.01,0.16
8479,0.08,0.06,0,0.02,0.16
8480,0.13,0.02,0,0.02,0.16
8481,0.12,0.02,0,0.02,0.16
8482,0.07,0.08,0,0.02,0.16
8483,0.12,0.03,0,0.01,0.16
8484,0.08,0.06,0,0.02,0.16
8485,0.11,0.03,0,0.02,0.16
8486,0.12,0,0.03,0.01,0.16
8487,0.07,0.05,0.03,0.01,0.16
8488,0.08,0.06,0,0.02,0.16
8489,0.11,0.04,0,0.01,0.16
8490,0.06,0.05,0.03,0.02,0.16
8491,0.13,0,0.02,0.01,0.16
8492,0,0,0.16,0,0.16
8493,0.08,0.06,0,0.02,0.16
8494,0,0.14,0,0.02,0.16
8495,0.13,0.03,0,0,0.16
8496,0.11,0,0.04,0.01,0.16
8497,0.08,0.06,0,0.02,0.16
8498,0,0,0.15,0.01,0.16
8499,0.12,0.04,0,0,0.16
8500,0.08,0.06,0,0.02,0.16
8501,0.02,0.03,0.11,0.01,0.16
8502,0.12,0.04,0,0,0.16
8503,0.15,0,0,0.01,0.16
8504,0.14,0.01,0,0.01,0.16
8505,0.06,0.1,0,0,0.16
8506,0.11,0.04,0,0.01,0.16
8507,0.11,0.04,0,0.01,0.16
8508,0.08,0.06,0,0.02,0.16
8509,0.07,0.05,0.03,0.01,0.16
8510,0.15,0,0,0.01,0.16
8511,0.15,0,0,0.01,0.16
8512,0,0,0.16,0,0.16
8513,0.12,0.04,0,0,0.16
8514,0,0,0.16,0,0.16
8515,0.09,0.03,0.03,0.01,0.16
8516,0.09,0.06,0,0.01,0.16
8517,0.13,0.01,0,0.02,0.16
8518,0.12,0.04,0,0,0.16
8519,0,0,0.15,0.01,0.16
8520,0.13,0.03,0,0,0.16
8521,0.13,0.03,0,0,0.16
8522,0,0,0.16,0,0.16
8523,0,0,0.15,0.01,0.16
8524,0.09,0.06,0,0.01,0.16
8525,0.12,0.03,0,0.01,0.16
8526,0.12,0.02,0,0.02,0.16
8527,0.08,0.06,0,0.02,0.16
8528,0.15,0,0,0.01,0.16
8529,0.05,0.1,0,0.01,0.16
8530,0.07,0.04,0.03,0.02,0.16
8531,0,0,0.16,0,0.16
8532,0,0,0.16,0,0.16
8533,0.12,0.03,0,0,0.16
8534,0.11,0.03,0,0.01,0.16
8535,0.15,0,0,0.01,0.16
8536,0.13,0.02,0,0.01,0.16
8537,0.15,0,0,0.01,0.16
8538,0.12,0.03,0,0.01,0.16
8539,0.08,0.06,0,0.02,0.16
8540,0.08,0.06,0,0.02,0.16
8541,0.14,0.01,0,0.01,0.16
8542,0.15,0,0,0.01,0.16
8543,0,0,0.16,0,0.16
8544,0.08,0.06,0,0.02,0.16
8545,0.08,0.06,0,0.02,0.16
8546,0.12,0.02,0,0.02,0.16
8547,0.14,0,0.01,0.01,0.16
8548,0.08,0.06,0,0.02,0.16
8549,0,0,0.16,0,0.16
8550,0.15,0,0,0.01,0.16
8551,0.12,0.03,0,0.01,0.16
8552,0.08,0.06,0,0.02,0.16
8553,0.12,0.03,0,0,0.16
8554,0,0,0.16,0,0.16
8555,0.09,0.06,0,0.01,0.16
8556,0.15,0,0,0.01,0.16
8557,0.12,0.03,0,0,0.16
8558,0.13,0.02,0,0.01,0.16
8559,0.15,0,0,0.01,0.16
8560,0,0,0.16,0,0.16
8561,0,0,0.16,0,0.16
8562,0.08,0.06,0,0.02,0.16
8563,0.15,0,0,0.01,0.16
8564,0.12,0.04,0,0,0.16
8565,0.08,0.06,0,0.02,0.16
8566,0,0,0.16,0,0.16
8567,0.14,0.01,0,0.01,0.16
8568,0.08,0.06,0,0.02,0.16
8569,0.14,0,0,0.01,0.16
8570,0.12,0.03,0,0,0.16
8571,0.15,0,0,0.01,0.16
8572,0.11,0.01,0.03,0.01,0.16
8573,0,0.14,0,0.02,0.16
8574,0.08,0.07,0,0.01,0.16
8575,0.15,0,0,0.01,0.16
8576,0.15,0,0,0.01,0.16
8577,0,0,0.16,0,0.16
8578,0.15,0,0,0.01,0.16
8579,0,0,0.16,0,0.16
8580,0.09,0.05,0,0.02,0.16
8581,0.11,0.04,0,0,0.16
8582,0,0,0.15,0.01,0.16
8583,0.13,0.03,0,0,0.16
8584,0.13,0.03,0,0,0.16
8585,0.13,0.03,0,0,0.16
8586,0,0,0.12,0.04,0.16
8587,0.13,0.03,0,0,0.16
8588,0.13,0.03,0,0,0.16
8589,0.13,0.03,0,0,0.16
8590,0.13,0.03,0,0,0.16
8591,0.13,0.03,0,0,0.16
8592,0.13,0.03,0,0,0.16
8593,0.13,0.03,0,0,0.16
8594,0,0,0.12,0.04,0.16
8595,0.12,0,0.03,0.01,0.16
8596,0,0.15,0,0.01,0.16
8597,0.05,0.02,0.08,0.01,0.16
8598,0,0,0.16,0,0.16
8599,0.08,0.03,0.03,0.02,0.16
8600,0,0.15,0,0.01,0.16
8601,0,0,0.16,0,0.16
8602,0.08,0.06,0,0.02,0.16
8603,0.11,0.04,0,0.01,0.16
8604,0,0,0.16,0,0.16
8605,0.12,0.03,0,0.01,0.16
8606,0.14,0.01,0,0.01,0.16
8607,0.15,0,0,0.01,0.16
8608,0.15,0,0,0.01,0.16
8609,0.08,0.06,0,0.03,0.16
8610,0.14,0.01,0,0.01,0.16
8611,0.03,0.01,0.11,0,0.16
8612,0,0.1,0.02,0.04,0.16
8613,0.15,0,0,0.01,0.16
8614,0.06,0.05,0.02,0.03,0.16
8615,0.08,0.07,0,0.01,0.16
8616,0.08,0.06,0,0.02,0.16
8617,0.16,0,0,0,0.16
8618,0.07,0.07,0,0.02,0.16
8619,0,0,0.16,0,0.16
8620,0.1,0.05,0,0.01,0.16
8621,0.15,0,0,0.01,0.16
8622,0.15,0,0,0.01,0.16
8623,0.13,0.02,0,0.01,0.16
8624,0.14,0.01,0,0.01,0.16
8625,0.08,0.06,0,0.02,0.16
8626,0.14,0,0,0.01,0.16
8627,0.09,0.06,0,0.01,0.16
8628,0.15,0,0,0.01,0.16
8629,0.09,0.05,0,0.01,0.16
8630,0.09,0.06,0,0.01,0.16
8631,0.15,0,0,0.01,0.16
8632,0.13,0.02,0,0.01,0.16
8633,0,0.14,0,0.02,0.16
8634,0.05,0,0.09,0.01,0.16
8635,0,0,0.15,0.01,0.16
8636,0,0,0.16,0,0.16
8637,0.12,0.03,0,0.01,0.16
8638,0.11,0.02,0.02,0.01,0.16
8639,0.02,0.09,0,0.04,0.16
8640,0.09,0.03,0.04,0,0.16
8641,0,0,0.16,0,0.16
8642,0.11,0.03,0,0.02,0.16
8643,0.11,0.04,0,0,0.16
8644,0,0,0.15,0.01,0.16
8645,0.14,0.01,0,0.01,0.16
8646,0,0,0.15,0,0.16
8647,0.14,0.01,0,0.01,0.16
8648,0.07,0.07,0,0.01,0.16
8649,0.15,0,0,0.01,0.16
8650,0.1,0.04,0,0.01,0.16
8651,0.15,0,0,0.01,0.16
8652,0,0,0.16,0,0.16
8653,0.15,0,0,0.01,0.16
8654,0,0.13,0,0.03,0.16
8655,0.15,0,0,0.01,0.16
8656,0.04,0.09,0,0.03,0.16
8657,0.11,0.04,0,0,0.16
8658,0.04,0.03,0.08,0.01,0.16
8659,0,0,0.16,0,0.16
8660,0,0,0.15,0.01,0.16
8661,0.15,0,0,0.01,0.16
8662,0.09,0.06,0,0.01,0.16
8663,0.1,0.04,0,0.01,0.16
8664,0.01,0.01,0.13,0.01,0.16
8665,0.08,0.06,0,0.02,0.16
8666,0.13,0,0.01,0.01,0.16
8667,0.11,0.03,0,0.02,0.16
8668,0.14,0,0,0.01,0.16
8669,0,0,0.15,0.01,0.16
8670,0,0,0.16,0,0.16
8671,0.12,0.03,0,0,0.16
8672,0.14,0.01,0,0.01,0.16
8673,0.11,0.04,0,0.01,0.16
8674,0.15,0,0,0.01,0.16
8675,0.1,0,0.04,0.02,0.16
8676,0.14,0,0,0.01,0.16
8677,0.14,0.01,0,0.01,0.16
8678,0.03,0,0.12,0,0.16
8679,0,0.13,0,0.03,0.16
8680,0,0,0.16,0,0.16
8681,0.11,0.04,0,0.01,0.16
8682,0.15,0,0,0.01,0.16
8683,0.12,0.02,0,0.01,0.16
8684,0.11,0.04,0,0,0.16
8685,0.12,0.03,0,0.01,0.16
8686,0.09,0.06,0,0.01,0.16
8687,0.1,0.02,0.03,0.01,0.16
8688,0.12,0.03,0,0,0.16
8689,0.06,0.05,0.04,0.02,0.16
8690,0.12,0.03,0,0.01,0.16
8691,0,0,0.16,0,0.16
8692,0.14,0,0,0.01,0.16
8693,0.08,0.06,0,0.02,0.16
8694,0.08,0.06,0,0.01,0.16
8695,0,0,0.16,0,0.16
8696,0.13,0.01,0,0.01,0.16
8697,0.14,0,0,0.01,0.16
8698,0,0,0.16,0,0.16
8699,0.09,0.06,0,0.01,0.16
8700,0.03,0.1,0,0.03,0.16
8701,0.07,0.06,0,0.02,0.16
8702,0,0,0.16,0,0.16
8703,0.14,0,0,0.01,0.16
8704,0.15,0,0,0.01,0.16
8705,0.08,0.06,0,0.02,0.16
8706,0,0,0.16,0,0.16
8707,0.14,0,0,0.01,0.16
8708,0.07,0.02,0.06,0.01,0.16
8709,0.15,0,0,0.01,0.16
8710,0.11,0.04,0,0,0.16
8711,0.13,0.01,0,0.01,0.16
8712,0.06,0.07,0,0.02,0.16
8713,0.09,0.06,0,0.01,0.16
8714,0.09,0.06,0,0.01,0.16
8715,0.05,0.09,0,0.02,0.16
8716,0.14,0.01,0,0.01,0.16
8717,0.11,0.04,0,0,0.16
8718,0.09,0.06,0,0.01,0.15
8719,0.02,0.01,0.12,0.01,0.15
8720,0.09,0.06,0,0.01,0.15
8721,0.12,0.02,0,0.01,0.15
8722,0.15,0,0,0.01,0.15
8723,0.11,0.04,0,0,0.15
8724,0,0,0.14,0.01,0.15
8725,0.11,0.02,0.01,0.01,0.15
8726,0.08,0.06,0,0.02,0.15
8727,0.04,0.08,0,0.03,0.15
8728,0.1,0.04,0,0.01,0.15
8729,0.08,0.06,0,0.02,0.15
8730,0.13,0.02,0,0.01,0.15
8731,0.07,0.07,0,0.02,0.15
8732,0.08,0.05,0,0.02,0.15
8733,0.14,0,0,0.01,0.15
8734,0.08,0.06,0,0.02,0.15
8735,0.14,0.01,0,0.01,0.15
8736,0.14,0,0,0.01,0.15
8737,0.12,0.01,0.01,0.01,0.15
8738,0.12,0.03,0,0,0.15
8739,0.08,0.06,0,0.02,0.15
8740,0.14,0,0,0.01,0.15
8741,0,0,0.15,0,0.15
8742,0.08,0.06,0,0.02,0.15
8743,0.12,0.03,0,0.01,0.15
8744,0.11,0.03,0,0.01,0.15
8745,0.13,0.01,0,0.01,0.15
8746,0.07,0.06,0,0.03,0.15
8747,0.12,0.03,0,0,0.15
8748,0,0.13,0,0.03,0.15
8749,0.12,0.02,0,0.01,0.15
8750,0.12,0.03,0,0,0.15
8751,0.12,0.03,0,0,0.15
8752,0.12,0.03,0,0,0.15
8753,0.13,0.01,0,0.02,0.15
8754,0,0.14,0,0.02,0.15
8755,0.07,0.06,0.01,0.01,0.15
8756,0.08,0.06,0,0.02,0.15
8757,0.14,0.01,0,0.01,0.15
8758,0.09,0.06,0,0.01,0.15
8759,0.14,0.01,0,0,0.15
8760,0.14,0.01,0,0,0.15
8761,0,0,0.15,0,0.15
8762,0.14,0.01,0,0,0.15
8763,0,0,0.15,0,0.15
8764,0.05,0.09,0,0.02,0.15
8765,0.11,0.03,0,0.01,0.15
8766,0.12,0.02,0,0.01,0.15
8767,0.05,0.06,0.02,0.02,0.15
8768,0.13,0.01,0,0.01,0.15
8769,0.11,0.03,0,0.01,0.15
8770,0.07,0.07,0,0.01,0.15
8771,0.11,0.03,0,0.01,0.15
8772,0.11,0.04,0,0,0.15
8773,0.14,0,0,0.01,0.15
8774,0.12,0.03,0,0,0.15
8775,0.09,0.06,0,0.01,0.15
8776,0.11,0,0.04,0.01,0.15
8777,0.12,0.01,0.02,0.01,0.15
8778,0.07,0.06,0,0.02,0.15
8779,0.07,0.06,0,0.02,0.15
8780,0.07,0.06,0,0.02,0.15
8781,0.08,0.01,0.05,0.01,0.15
8782,0.14,0,0,0.01,0.15
8783,0.12,0.03,0,0,0.15
8784,0.13,0.01,0,0.01,0.15
8785,0,0,0.15,0,0.15
8786,0.13,0.01,0,0.01,0.15
8787,0,0,0.15,0,0.15
8788,0.1,0.03,0,0.02,0.15
8789,0.14,0,0,0.01,0.15
8790,0.12,0.02,0,0.01,0.15
8791,0,0,0.15,0,0.15
8792,0.07,0.02,0.06,0.01,0.15
8793,0.12,0.03,0,0,0.15
8794,0.13,0.01,0,0.01,0.15
8795,0.07,0.06,0,0.02,0.15
8796,0.05,0.02,0,0.08,0.15
8797,0,0.14,0,0.01,0.15
8798,0.14,0,0,0.01,0.15
8799,0.05,0.04,0.05,0.01,0.15
8800,0.11,0.04,0,0,0.15
8801,0,0,0.15,0,0.15
8802,0.14,0,0,0.01,0.15
8803,0.08,0.02,0.04,0.01,0.15
8804,0.08,0.06,0,0.01,0.15
8805,0.14,0,0,0.01,0.15
8806,0.07,0.06,0,0.02,0.15
8807,0.12,0.02,0,0.02,0.15
8808,0.12,0.01,0,0.01,0.15
8809,0.11,0.03,0,0.01,0.15
8810,0,0,0.15,0,0.15
8811,0,0,0.15,0,0.15
8812,0,0,0.15,0,0.15
8813,0,0,0.15,0,0.15
8814,0.11,0.04,0,0,0.15
8815,0.14,0,0,0.01,0.15
8816,0.12,0.03,0,0,0.15
8817,0.11,0.03,0,0.01,0.15
8818,0.11,0.03,0,0.01,0.15
8819,0,0,0.14,0.01,0.15
8820,0.12,0.03,0,0,0.15
8821,0.14,0,0,0.01,0.15
8822,0.09,0.04,0,0.01,0.15
8823,0.12,0.02,0,0.02,0.15
8824,0.05,0.08,0,0.02,0.15
8825,0.08,0.05,0,0.01,0.15
8826,0.12,0.03,0,0,0.15
8827,0.14,0,0,0.01,0.15
8828,0.08,0.06,0,0.01,0.15
8829,0.14,0,0,0.01,0.15
8830,0.11,0.03,0,0.01,0.15
8831,0.13,0,0.01,0.01,0.15
8832,0,0,0.15,0,0.15
8833,0.11,0.03,0,0.01,0.15
8834,0.07,0.06,0,0.02,0.15
8835,0.08,0,0.04,0.02,0.15
8836,0,0,0.15,0,0.15
8837,0.07,0.06,0,0.02,0.15
8838,0.06,0.04,0.05,0.01,0.15
8839,0.13,0.01,0,0.01,0.15
8840,0.14,0,0,0.01,0.15
8841,0.07,0.06,0,0.02,0.15
8842,0.07,0.06,0,0.02,0.15
8843,0.14,0,0,0.01,0.15
8844,0.07,0.06,0,0.02,0.15
8845,0,0.09,0.04,0.02,0.15
8846,0,0.13,0,0.02,0.15
8847,0.04,0.07,0.03,0.01,0.15
8848,0,0,0.15,0,0.15
8849,0.11,0.03,0,0.01,0.15
8850,0.11,0.04,0,0,0.15
8851,0.07,0.06,0,0.02,0.15
8852,0.02,0,0.13,0.01,0.15
8853,0.12,0.03,0,0,0.15
8854,0,0,0.15,0,0.15
8855,0.09,0.04,0,0.03,0.15
8856,0,0,0.15,0,0.15
8857,0,0.04,0.09,0.02,0.15
8858,0.04,0,0.1,0.01,0.15
8859,0.11,0.04,0,0,0.15
8860,0.07,0.06,0,0.02,0.15
8861,0.07,0.06,0,0.02,0.15
8862,0.08,0.05,0,0.02,0.15
8863,0,0,0.15,0,0.15
8864,0,0,0.09,0.06,0.15
8865,0.12,0.03,0,0,0.15
8866,0.12,0.03,0,0,0.15
8867,0,0,0.15,0,0.15
8868,0.12,0.03,0,0,0.15
8869,0.14,0,0,0.01,0.15
8870,0.14,0,0,0.01,0.15
8871,0.08,0.06,0,0.01,0.15
8872,0.11,0.03,0,0.01,0.15
8873,0.11,0.03,0,0.01,0.15
8874,0.02,0.03,0.08,0.02,0.15
8875,0.13,0.01,0,0.01,0.15
8876,0.05,0.08,0,0.02,0.15
8877,0,0,0.15,0,0.15
8878,0.14,0,0,0.01,0.15
8879,0.11,0.03,0,0.01,0.15
8880,0.13,0,0,0.01,0.15
8881,0.12,0.02,0,0.01,0.15
8882,0.11,0.03,0,0.01,0.15
8883,0,0,0.15,0,0.15
8884,0.07,0.06,0,0.02,0.15
8885,0.12,0.03,0,0,0.15
8886,0.14,0,0,0.01,0.15
8887,0.12,0.01,0,0.01,0.15
8888,0.14,0,0,0.01,0.15
8889,0.08,0.06,0,0.01,0.15
8890,0.11,0.04,0,0,0.15
8891,0.11,0.03,0,0.01,0.15
8892,0,0,0.14,0.01,0.15
8893,0.14,0,0,0.01,0.15
8894,0.1,0.04,0,0.01,0.15
8895,0,0,0.15,0,0.15
8896,0.07,0.06,0,0.02,0.15
8897,0.11,0.03,0,0,0.15
8898,0.11,0.04,0,0,0.15
8899,0.06,0.01,0.07,0.01,0.15
